step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
112,round,3,2,-4.05465,-4.453486,0.398836,1.049867,3.668902,40,44,0.611,810,0.8321,0.6556,0.5972,3,52,67.3
119,round,4,1,-3.881818,-4.523057,0.641239,0.959352,3.654939,40,46,0.6156,810,0.8361,0.6475,0.6012,3,56,107.7
126,round,4,2,-4.012233,-4.581341,0.569107,0.942237,3.682385,39,47,0.626,810,0.8446,0.6756,0.6248,3,56,107.8
133,round,5,1,-4.28207,-4.647059,0.364988,0.9153,3.708239,40,48,0.6536,810,0.8587,0.695,0.6571,3,54,131.3
140,round,5,2,-4.359522,-4.677877,0.318355,0.821213,3.66606,39,48,0.6869,810,0.8539,0.6856,0.6211,3,54,131.3
147,round,6,1,-4.319429,-4.76095,0.441521,0.747041,3.671995,44,48,0.6888,810,0.8681,0.7056,0.6844,3,47,160.6
154,round,6,2,-4.160074,-4.806786,0.646713,0.735376,3.694775,47,47,0.6828,810,0.8593,0.7,0.6643,3,47,160.7
161,round,7,1,-4.268167,-4.828409,0.560242,0.741617,3.713351,44,47,0.6848,810,0.8565,0.6981,0.6593,4,48,203.8
168,round,7,2,-4.39307,-4.807795,0.414724,0.774532,3.721551,44,49,0.683,810,0.8588,0.6937,0.6626,4,48,203.9
175,round,8,1,-4.296395,-4.860824,0.564429,0.740815,3.734426,45,49,0.6876,810,0.859,0.6694,0.6597,4,45,225.8
182,round,8,2,-4.391322,-4.846869,0.455547,0.745944,3.728542,48,50,0.6678,810,0.861,0.6913,0.6637,4,45,225.8
189,round,9,1,-4.323563,-4.852472,0.528909,0.754908,3.738253,48,50,0.6732,810,0.8615,0.725,0.6905,4,50,249.1
196,round,9,2,-4.368686,-4.866743,0.498057,0.720987,3.725154,45,49,0.68,810,0.8691,0.7131,0.6791,4,50,249.2
203,round,10,1,-4.417405,-4.841752,0.424347,0.747184,3.725958,48,50,0.6819,810,0.8655,0.7144,0.6778,3,55,266.1
210,round,10,2,-4.234426,-4.907464,0.673038,0.705034,3.741665,46,50,0.7069,810,0.8683,0.7231,0.6933,3,55,266.2
217,round,11,1,-4.275678,-4.878292,0.602614,0.682823,3.70741,45,50,0.7121,810,0.871,0.7069,0.6938,4,53,309.4
224,round,11,2,-4.320403,-4.877602,0.557199,0.71069,3.725528,45,50,0.6982,810,0.876,0.7394,0.7115,4,53,309.4
231,round,12,1,-4.264368,-4.83201,0.567642,0.750621,3.721753,46,50,0.6966,810,0.8741,0.7456,0.707,3,60,329.7
238,round,12,2,-4.491421,-4.892555,0.401134,0.708799,3.734236,47,50,0.7076,810,0.8747,0.7381,0.7154,3,60,329.8
245,round,13,1,-4.471648,-4.916612,0.444964,0.688474,3.736724,46,50,0.7217,810,0.8797,0.7569,0.7263,4,49,372.0
252,round,13,2,-4.477595,-4.939239,0.461645,0.640388,3.719752,46,50,0.7266,810,0.8779,0.7163,0.692,4,49,372.0
259,round,14,1,-4.365967,-4.963777,0.597811,0.619595,3.722248,45,50,0.7373,810,0.8763,0.7163,0.6962,4,52,393.9
266,round,14,2,-4.534171,-4.985517,0.451345,0.600535,3.724034,47,50,0.732,810,0.8725,0.725,0.6942,4,52,393.9
273,round,15,1,-4.489324,-5.006367,0.517043,0.577904,3.722847,46,50,0.7464,810,0.8782,0.7194,0.6938,4,51,416.3
280,round,15,2,-4.499353,-4.983452,0.484099,0.587794,3.714164,47,50,0.7273,810,0.8704,0.7163,0.6845,4,51,416.4
287,round,16,1,-4.504796,-4.94483,0.440034,0.610317,3.703431,47,50,0.7339,810,0.8721,0.7163,0.6754,3,56,436.7
294,round,16,2,-4.360738,-4.992673,0.631934,0.59627,3.725962,47,50,0.74,810,0.8774,0.7319,0.7004,3,56,436.8
301,round,17,1,-4.356605,-4.996325,0.63972,0.570023,3.710899,47,50,0.7621,810,0.8841,0.7312,0.7132,4,48,489.3
308,round,17,2,-4.591329,-5.01171,0.420381,0.544217,3.703952,48,50,0.7641,810,0.8759,0.7131,0.6886,4,48,489.4
315,round,18,1,-4.264612,-5.056175,0.791563,0.521609,3.718523,47,50,0.7765,810,0.8822,0.7431,0.7188,4,51,513.3
322,round,18,2,-4.536292,-5.031807,0.495515,0.518909,3.700477,45,50,0.769,810,0.883,0.7438,0.7125,4,51,513.4
329,round,19,1,-4.662847,-5.011787,0.348939,0.567321,3.719405,46,50,0.7578,810,0.8782,0.7219,0.6962,3,59,533.7
336,round,19,2,-4.614532,-5.005422,0.390891,0.541817,3.698159,48,50,0.7691,810,0.8826,0.7412,0.7102,3,59,533.7
343,round,20,1,-4.622266,-5.071238,0.448971,0.515887,3.72475,46,50,0.7755,810,0.8838,0.7456,0.7205,4,48,576.9
350,round,20,2,-4.554117,-5.077803,0.523686,0.492311,3.71341,48,50,0.7781,810,0.8764,0.7194,0.6901,4,48,576.9
