step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
210,round,10,2,-5.172302,-5.172302,13.358156,0.055157,3.484973,39,38,0.9767,830,0.6454,0.4875,0.38,,85,3.0
217,round,11,1,-5.15832,-5.15832,13.253003,0.062073,3.480262,39,39,0.9765,830,0.6501,0.4756,0.3793,,85,3.1
224,round,11,2,-5.144167,-5.144167,13.354553,0.057252,3.467613,39,39,0.9808,830,0.6455,0.4844,0.3739,,85,3.1
231,round,12,1,-5.217779,-5.217779,13.954759,0.058738,3.517678,39,39,0.9778,830,0.6472,0.4763,0.3768,,85,3.2
238,round,12,2,-5.217653,-5.217653,13.296896,0.060644,3.518865,39,39,0.9819,830,0.664,0.5019,0.408,,85,3.3
245,round,13,1,-5.240216,-5.240216,13.128643,0.043473,3.52246,39,39,0.9809,830,0.6585,0.495,0.4015,,85,3.3
252,round,13,2,-5.154172,-5.154172,13.71913,0.051864,3.470691,39,38,0.9806,830,0.6289,0.4637,0.3462,,85,3.4
259,round,14,1,-5.188324,-5.188324,13.673101,0.042988,3.487541,39,39,0.9811,830,0.6476,0.4844,0.3717,,85,3.5
266,round,14,2,-5.24496,-5.24496,13.417814,0.049781,3.529827,39,39,0.9831,830,0.6521,0.5075,0.3977,,85,3.5
273,round,15,1,-5.25472,-5.25472,13.180729,0.050284,3.536669,39,39,0.9839,830,0.6544,0.5031,0.3999,,85,3.6
280,round,15,2,-5.249655,-5.249655,13.292674,0.043449,3.528736,39,39,0.9809,830,0.653,0.4956,0.391,,85,3.7
287,round,16,1,-5.252549,-5.252549,14.027632,0.048765,3.534209,39,39,0.9794,830,0.6591,0.5025,0.3983,,85,3.7
294,round,16,2,-5.231878,-5.231878,13.298043,0.052295,3.522782,39,39,0.9822,830,0.6532,0.4988,0.3919,,85,3.8
301,round,17,1,-5.223802,-5.223802,13.915989,0.045797,3.513066,39,39,0.9838,830,0.6658,0.5156,0.4159,,85,3.9
308,round,17,2,-5.215758,-5.215758,13.021365,0.040753,3.50434,39,39,0.985,830,0.6615,0.5094,0.413,,85,3.9
315,round,18,1,-5.21663,-5.21663,13.265785,0.042216,3.505897,39,39,0.9818,830,0.6568,0.5025,0.3963,,85,4.0
322,round,18,2,-5.204076,-5.204076,13.318078,0.04141,3.496991,39,39,0.9856,830,0.6622,0.5125,0.4084,,85,4.1
329,round,19,1,-5.226424,-5.226424,13.634416,0.044384,3.513873,39,39,0.9808,830,0.6579,0.5025,0.3931,,85,4.2
336,round,19,2,-5.193138,-5.193138,13.148938,0.041108,3.489497,39,38,0.9876,830,0.6598,0.5,0.3988,,85,4.2
343,round,20,1,-5.187942,-5.187942,12.593086,0.035754,3.482464,39,38,0.9855,830,0.6626,0.5106,0.4084,,85,4.3
350,round,20,2,-5.195952,-5.195952,13.09746,0.040404,3.490904,39,38,0.9824,830,0.6524,0.4931,0.3822,,85,4.4
